Year,Month,Beginning stocks,Production 1/,Imports 2/,Total supply,Consumption,Exports 2/,Total use,Ending stocks,Discrepancy 3/,Corn used for fuel ethanol,Sorghum used for fuel ethanol
2020,Apr,"1,155,210","714,126",0,"1,869,336","680,565","91,563","772,128","1,097,208",0,"244,983","4,850"
2020,May,"1,097,208","888,594",17,"1,985,819","982,817","71,022","1,053,839","931,980",0,"301,174","3,655"
2020,Jun,"931,980","1,090,278","10,485","2,032,743","1,133,019","81,900","1,214,919","817,824",0,"379,246","2,296"
2020,Jul,"817,824","1,205,736","11,071","2,034,631","1,130,413","73,290","1,203,703","830,928",0,"424,251","1,654"
2020,Aug,"830,928","1,193,640","35,519","2,060,087","1,117,565","96,558","1,214,123","845,964",0,"411,109",NA
2020,Sep,"845,964","1,166,718","18,396","2,031,078","1,108,506","82,236","1,190,742","840,336",0,"402,407",NA
2020,Oct,"840,336","1,243,775","20,938","2,105,048","1,065,055","127,008","1,192,063","912,986",0,"434,167",NA
2020,Nov,"912,986","1,256,412","18,506","2,187,904","1,093,868","106,932","1,200,800","987,104",0,"431,661",NA
2020,Dec,"987,104","1,264,529","10,666","2,262,300","1,112,878","113,568","1,226,446","1,035,854",0,"431,731",NA
2021,Jan,"1,035,854","1,209,981",0,"2,245,834","986,163","162,753","1,148,916","1,096,918",0,"414,833",NA
2021,Feb,"1,096,918","961,593",2,"2,058,513","927,076","93,534","1,020,610","1,037,902",0,"330,753",NA
2021,Mar,"1,037,902","1,231,745",0,"2,269,647","1,165,966","143,192","1,309,159","960,489",0,"419,076",0
2021,Apr,"960,489","1,184,952",0,"2,145,441","1,100,615","105,350","1,205,965","939,476",0,"407,524",NA
2021,May,"939,476","1,311,415",0,"2,250,891","1,244,821","79,687","1,324,508","926,383",0,"448,864",205
2021,Jun,"926,383","1,286,921","12,588","2,225,892","1,220,073","82,656","1,302,729","923,163",0,"439,406",636
2021,Jul,"923,163","1,320,876","15,103","2,259,142","1,255,390","52,206","1,307,596","951,546",0,"450,337",577
2021,Aug,"951,546","1,221,639","12,012","2,185,197","1,216,515","81,018","1,297,533","887,664",0,"416,836",527
2021,Sep,"887,664","1,179,378","10,500","2,077,541","1,149,833","77,826","1,227,659","849,883",0,"407,131",480
2021,Oct,"849,883","1,355,583","10,541","2,216,007","1,269,967","103,236","1,373,203","842,803",0,"467,952","1,238"
2021,Nov,"842,803","1,360,098",0,"2,202,901","1,207,791","133,994","1,341,785","861,116",0,"467,051",NA
2021,Dec,"861,116","1,391,548",6,"2,252,671","1,200,193","126,966","1,327,159","925,512",0,"478,018",NA
2022,Jan,"925,512","1,352,008","10,806","2,288,326","1,093,764","107,856","1,201,620","1,086,706",0,"462,345",NA
2022,Feb,"1,086,706","1,188,766",6,"2,275,478","1,017,939","143,640","1,161,579","1,113,899",0,"404,555",NA
2022,Mar,"1,113,899","1,326,394",20,"2,440,313","1,205,755","113,148","1,318,903","1,121,410",0,"451,390",NA
2022,Apr,"1,121,410","1,216,152",0,"2,337,562","1,123,253","194,390","1,317,643","1,019,918",0,"414,997",NA
2022,May,"1,019,918","1,312,738","10,482","2,343,138","1,220,064","139,188","1,359,252","983,886",0,"445,899",NA
2022,Jun,"983,886","1,314,084",0,"2,297,970","1,216,688","99,135","1,315,823","982,147",0,"443,934",NA
2022,Jul,"982,147","1,322,929",0,"2,305,076","1,178,948","109,840","1,288,789","1,016,287",0,"445,741",NA
2022,Aug,"1,016,287","1,281,849","18,687","2,316,823","1,249,064","80,388","1,329,452","987,371",0,"430,602",NA
2022,Sep,"987,371","1,137,006",5,"2,124,383","1,129,649","90,048","1,219,697","904,686",0,"383,273",NA
2022,Oct,"904,686","1,320,500","8,099","2,233,285","1,236,045","85,512","1,321,557","911,728",0,"448,616",NA
2022,Nov,"911,728","1,326,340","21,012","2,259,081","1,188,554","80,388","1,268,942","990,140",0,"450,535",NA
2022,Dec,"990,140","1,261,930",0,"2,252,070","1,163,718","70,066","1,233,784","1,018,285",0,"425,788",NA
2023,Jan,"1,018,285","1,309,957",0,"2,328,242","1,151,671","118,110","1,269,781","1,066,074","-7,613","440,961",NA
2023,Feb,"1,066,074","1,179,749",7,"2,245,829","1,036,965","104,286","1,141,251","1,104,578",0,"398,753",NA
2023,Mar,"1,104,578","1,291,631",17,"2,396,226","1,215,668","132,636","1,348,304","1,047,922",0,"436,136",NA
2023,Apr,"1,047,922","1,227,915",15,"2,275,852","1,138,272","126,000","1,264,272","1,011,580",0,"414,059",NA
2023,May,"1,011,580","1,302,690",0,"2,314,270","1,230,045","113,588","1,343,633","970,638",0,"439,011",NA
2023,Jun,"970,638","1,308,152",11,"2,278,801","1,229,903","112,350","1,342,253","936,548",0,"442,072",NA
